,count,projectID,projectAcronym
1924,2,654909.0,T6SS-PSEUDO-LIP
1925,10,654911.0,THALAMODEL
1926,28,654915.0,ALifeInSOFCs
1927,18,654916.0,HydroCat
1928,36,654923.0,StrategicVillages
1929,6,654924.0,NANOLIPID
1930,28,654925.0,EUP
1931,4,654927.0,PALMOBI
1932,8,654933.0,3Dconvert
1933,52,654935.0,SESAME
1934,6,654936.0,AntWatFre
1935,10,654942.0,COGNAC
1936,2,654967.0,NMOSPEC
1937,12,654971.0,EXPMFSG
1938,8,654981.0,GUIDES
1939,20,654984.0,PreFlexMS
1940,12,654987.0,PADWIC
1941,6,654994.0,CAT-CAM
1942,6,655009.0,KOPAR
1943,4,655016.0,EPINET
1944,12,655020.0,DTI4micro
1945,4,655023.0,BREAKING THE MOULD
1946,6,655026.0,MENTAL IMAGERY
1947,6,655027.0,AutophagosomeSealing
1948,8,655033.0,JUNO
1949,2,655034.0,EXPRESSIONARRATION
1950,6,655043.0,FeSensor
1951,12,655059.0,PHOEBUS
1952,2,655063.0,ELiQSIR
1953,28,655067.0,SHARE
1954,26,655092.0,DebtRisks
1955,8,655100.0,AdaptClim
1956,18,655109.0,DaRe
1957,4,655119.0,MycoTest
1958,12,655135.0,CircaDopamine
1959,4,655137.0,AUDICON
1960,2,655138.0,FACADE FIRE
1961,8,655142.0,CONSORT
1962,34,655143.0,EMOTIONS FIRST
1963,2,655150.0,BARREN
1964,2,655153.0,IgEPath
1965,10,655157.0,ICaRO
1966,10,655161.0,Q-METAPP
1967,16,655162.0,STROMINGER
1968,12,655176.0,BlaC E-assay
1969,12,655177.0,MUSAL
1970,4,655178.0,HerbivoreAssociatedOrganisms
1971,8,655179.0,TeraClear
1972,10,655194.0,CANCER-TECH
1973,10,655204.0,EasyEBC
1974,6,655212.0,UBPDS
1975,10,655222.0,Walgo
1976,12,655226.0,BIHC
1977,14,655227.0,InnoMarket
1978,2,655232.0,ReprObesity
1979,4,655235.0,SmartMass
1980,28,655239.0,HAP4MARBLE
1981,4,655240.0,Terra-Micro-Carbo
1982,4,655249.0,3DNCPM
1983,8,655265.0,PmSust
1984,4,655272.0,HISTORIC
1985,2,655278.0,GenoSpec
1986,26,655279.0,ResolvedJetsHIC
1987,8,655282.0,HiDDaProTImA
1988,8,655283.0,3DWISE
1989,16,655285.0,IMFDforHIC
1990,12,655292.0,MOTOR SIMULATION
1991,4,655295.0,NLRs
1992,4,655297.0,STOPAPCG1IMP
1993,2,655310.0,LDMRD
1994,8,655316.0,GLOBAL INHERITANCES
1995,26,655324.0,GOFAR
1996,4,655331.0,PALEO-AGRI
1997,4,655334.0,HyLITE
1998,16,655339.0,DPETNA
1999,6,655341.0,LARP4MOT
2000,4,655360.0,BHstabNL
2001,2,655366.0,PLICO
2002,22,655369.0,SEQOO
2003,14,655374.0,ACCESS2WM
2004,16,655379.0,Art and Brain
2005,8,655392.0,SexDiff
2006,16,655394.0,ResMet
2007,16,655396.0,COPAST
2008,4,655398.0,ARBUATEM
2009,4,655416.0,UltraTherMicroscope
2010,2,655417.0,GATTACA
2011,10,655423.0,NIBSAD
2012,2,655424.0,Inflammafish
2013,10,655429.0,PoetEleg
2014,18,655444.0,ATMCinsituNMR
2015,10,655457.0,Metabolic cost of walking
2016,8,655459.0,PleisTechnoVar
2017,6,655474.0,FluoroCAT
2018,2,655478.0,NeoGenHeritage
2019,28,655487.0,GENOMIC FOOTPRINT
2020,18,655497.0,NNL
2021,46,655502.0,CARDI-ACHE
2022,4,655508.0,COMMANDEER
2023,8,655515.0,UFOX
2024,8,655516.0,Bump-BET
2025,10,655524.0,FDtoQG
2026,4,655527.0,Leucophyl
2027,8,655537.0,RAVE
2028,4,655541.0,HISTHEOL
2029,4,655545.0,FLAVODRINKS
2030,14,655565.0,SMARTLAW
2031,18,655577.0,LOVe
2032,2,655594.0,CEFOW
2033,4,655598.0,ESATM
2034,24,655601.0,Baltic Mikrorayon
2035,2,655604.0,SYNPT
2036,4,655605.0,STOP-Beta
2037,12,655609.0,ADRIA
2038,2,655623.0,RncRNAA
2039,8,655628.0,NanoLAPS
2040,6,655649.0,DendroBAP
2041,6,655653.0,KinCoop
2042,2,655656.0,DURETO
2043,4,655659.0,ULISSES
2044,42,655661.0,DeepTrees
2045,4,655662.0,ExplicitDarmonProg
2046,2,655667.0,ISOTRAPSS
2047,10,655676.0,BCorp
2048,6,655677.0,GutILC3
2049,10,655694.0,GETAGRIP
2050,2,655699.0,Dietary biomarkers
2051,10,655701.0,LANTERN
2052,22,655710.0,CONRICONF
2053,2,655723.0,OHPF
2054,4,655732.0,WhereWolf
2055,2,655748.0,BIBLACE
2056,28,655760.0,DIGIPHASE
2057,2,655761.0,EXTREME
2058,8,655764.0,HQSTS
2059,12,655770.0,CONSCRISIS
2060,10,655777.0,miROMeS
2061,4,655811.0,NANOBIOENER
2062,12,655814.0,CheliceLand
2063,12,655815.0,MultiFUNGtionality
2064,6,655833.0,ImagiNE
2065,16,655841.0,InterAcTEV
2066,4,655844.0,DEMONH
2067,10,655852.0,Quokka Maturation
2068,2,655856.0,b-lactams C-H activation
2069,10,655857.0,FITINV
2070,22,655859.0,Voice Modulation
2071,2,655864.0,SingMet
2072,4,655866.0,Active implants
2073,6,655881.0,LIB-Si anode
2074,4,655888.0,SYNTOH
2075,2,655889.0,MYCRONICHE
2076,2,655890.0,TiFuN
2077,12,655896.0,KOSNORTH
2078,8,655914.0,MICROCHANGE
2079,12,655921.0,BURIAL
2080,2,655933.0,AnTraQuGa
2081,22,655938.0,ZEPHYROS
2082,14,655941.0,DFLOW
2083,2,655942.0,EnAct
2084,12,655954.0,SLUW
2085,12,655965.0,DataLocAbstractions
2086,2,655978.0,GDA in staphylococci
2087,10,655993.0,FireAndRiskPrevention
2088,12,656000.0,BeSec
2089,8,656006.0,CO-PHY-MED
2090,32,656010.0,MYSTICETI
2091,18,656024.0,EcoSwing
2092,14,656035.0,DRYFUN
2093,4,656044.0,ClauSeInTEL
2094,4,656047.0,EinsteinVRH
2095,2,656067.0,NOVENA
2096,2,656070.0,PLACAV
2097,4,656081.0,Turb. Bound. Layers
2098,12,656082.0,DISAGROUP
2099,10,656086.0,AllergyBLOCK
2100,4,656089.0,FatherMotherland
2101,18,656093.0,SynOptic
2102,14,656094.0,StillNoFace
2103,2,656127.0,3F-FutureFreshFruit
2104,16,656131.0,APE
2105,2,656132.0,SolHyPro
2106,28,656136.0,NAUTILUS
2107,6,656139.0,ISHTAR
2108,6,656144.0,RADIOGENFF
2109,6,656148.0,PRENET
2110,8,656161.0,AutismRigidPercept
2111,2,656193.0,mini-liver SCCS
2112,14,656208.0,NEXTNANOCELLS
2113,16,656214.0,2DInterFOX
2114,4,656243.0,PERFECTION
2115,14,656244.0,ARSENICLOSS
2116,2,656249.0,CADORS
2117,2,656259.0,PoreSelect
2118,2,656262.0,QTMODEM
2119,4,656264.0,LAGRANGE
2120,6,656272.0,AlFHoNSo
2121,4,656273.0,RContext
2122,6,656285.0,DEALS
2123,2,656294.0,APGAR
2124,4,656298.0,ViGOTHIC
2125,10,656300.0,PERS-RELICT-CLIM
2126,2,656306.0,MecaMorphEME
2127,2,656319.0,IMSTREV
2128,6,656325.0,EU-BEADS
2129,16,656327.0,COMNACTSS
2130,6,656337.0,VEiL
2131,8,656338.0,MITONUC
2132,22,656354.0,ClOThIlde
2133,2,656357.0,RAGES
2134,22,656361.0,STATE CAPACITY
2135,6,656370.0,SF-magnetic-stars
2136,4,656377.0,Transnat_farright
2137,30,656378.0,INTERFACIAL REACTIONS
2138,4,656381.0,SHARP
2139,2,656385.0,ENIRIS
2140,8,656397.0,THISTLE
2141,2,656398.0,DDRR
2142,12,656428.0,FIRSTBHs
2143,8,656437.0,STEELANOL
2144,4,656439.0,ESAIRE
2145,8,656441.0,Carnap and the Limits of Metaphysics
2146,8,656463.0,Soft Gluons
2147,10,656467.0,SUPRONICS
2148,10,656479.0,SiCWIRE
2149,8,656480.0,AWWO
2150,4,656485.0,SPIN3
2151,2,656490.0,MagProtoCell
2152,8,656491.0,BRANECOSMOLOGY
2153,2,656493.0,DEGENHA
2154,6,656519.0,ELSWIFLUOPRO
2155,8,656522.0,EARLYSTART
2156,8,656528.0,CortexVisionBehavior
2157,2,656530.0,ETAB
2158,24,656540.0,EARMEDCASTILE
2159,14,656547.0,NeuArc2Fun
2160,28,656564.0,BICSA
2161,6,656566.0,LQTS-HORSES
2162,14,656572.0,MobileLinks
2163,4,656582.0,SAFE LIB
2164,8,656598.0,FASTQUANTUM
2165,20,656607.0,DC FlexMIL
2166,2,656625.0,CHOCOLATE
2167,8,656632.0,ECONOMY
2168,18,656636.0,Titin Signals
2169,6,656644.0,INSCAPE
2170,6,656647.0,MicroEcoEvol
2171,8,656650.0,ABANDONMENT
2172,2,656658.0,NanoCuI
2173,16,656676.0,FEAT
2174,6,656687.0,APTASENS
2175,28,656697.0,ASF_SwineResistance
2176,12,656725.0,StarlightWinds
2177,4,656731.0,ECAMMETT
2178,4,656737.0,IPSIBiM
2179,18,656738.0,INHABIT Cities
2180,8,656741.0,ALGOVIS
2181,18,656748.0,KEME
2182,2,656753.0,GLASUNTES
2183,12,656767.0,TEMPEA
2184,8,656774.0,Behaviour-Connect
2185,8,656779.0,MOPIGRASFIT
2186,2,656782.0,PETITE GUERRE
2187,14,656794.0,DEFT
2188,34,656810.0,DENDRONUTRIENT
2189,4,656812.0,Amine-FUNC
2190,6,656817.0,RvD3-RAVIS
2191,2,656820.0,CHELALZ
2192,52,656821.0,SEAGAS
2193,4,656822.0,ChloroQuality
2194,4,656824.0,Molmechindividuality
2195,2,656841.0,metaC-Hfunct
2196,8,656842.0,HspAdhesion
2197,8,656848.0,NETIA
2198,8,656853.0,Symbiosis
2199,40,656869.0,COSMIC SHEAR
2200,42,656870.0,ARTIST
2201,2,656872.0,INAME
2202,6,656878.0,SO-CMA
2203,4,656881.0,NBUCA
2204,10,656882.0,REGMat
2205,16,656886.0,SmartMammaCAD
2206,66,656889.0,GEOTeCH
2207,4,656891.0,COUPCAT
2208,6,656896.0,MAIDEN-SPRUCE
2209,10,656898.0,INVLOCCY
2210,8,656900.0,DualNRSQNM
2211,28,656908.0,NIMBLIS
2212,8,656917.0,River-HMV
2213,2,656918.0,MEPOL
2214,4,656923.0,IRON_DEPOSITS
2215,10,656937.0,QuantMR7
2216,8,656940.0,FUDACT
2217,6,656943.0,AluminiumScrapDbase
2218,4,656954.0,KimberliteNewApproach
2219,4,656967.0,PYROCHEM
2220,26,656971.0,EU and SSR
2221,10,656984.0,MINDFLY
2222,2,656988.0,NEDBELS
2223,66,656994.0,nanoCAVa
2224,4,656995.0,RESILIENCE
2225,12,656998.0,REE Value Chain
2226,12,657004.0,OATP
2227,6,657007.0,FRAMAB
2228,8,657016.0,FEEC discretizations
2229,8,657017.0,LOGIVIS
2230,6,657025.0,MOCT
2231,2,657027.0,CoEvolFramework
2232,14,657030.0,FAMilyDECisions
2233,80,657033.0,TEACHPOL
2234,8,657039.0,Repower Democracy
2235,4,657041.0,GLOBE
2236,4,657042.0,PINQUAR
2237,6,657050.0,RES.CO.PART
2238,20,657054.0,NITRIDE-SRH
2239,4,657070.0,GRAFLEX
2240,6,657076.0,HJMIGRA
2241,4,657079.0,IMPAM
2242,2,657107.0,MucoVac
2243,6,657111.0,CompositeSPTphases
2244,8,657115.0,cSiOnGlass
2245,12,657123.0,PHYSIO-POP
2246,8,657125.0,TARGEPILIVER
2247,6,657128.0,LEXICON POETICUM
2248,2,657135.0,MIDGESYM
2249,2,657178.0,RESCBONE
2250,6,657182.0,Post-GFC Monetary Policy
2251,2,657188.0,GAMMALAS
2252,2,657189.0,DC cancer
2253,2,657192.0,HotPaNTS
2254,2,657194.0,Nu14Mig
2255,2,657195.0,MEROXRE
2256,10,657211.0,TEMPI
2257,2,657215.0,OUTstandINg
2258,8,657223.0,EWTEK
2259,20,657227.0,DoRoThy
2260,4,657233.0,Safe and Sound Drive
2261,20,657240.0,ICONOPHILIA
2262,14,657247.0,MOLCLICK
2263,4,657251.0,ASTROMULTISCALE
2264,8,657261.0,TRICE QFT
2265,2,657263.0,GATEWAY
2266,10,657264.0,BIOeSPUN scaffolds
2267,16,657270.0,EpiSil-IBC
2268,4,657283.0,MASIEGE
2269,2,657286.0,ICSIS
2270,6,657292.0,RAPID-KDM
2271,4,657296.0,SCDCDC
2272,24,657304.0,GlidArc
2273,4,657309.0,GLOBALGLASS
2274,2,657314.0,MBLIs
2275,4,657331.0,CaMILLET
2276,22,657342.0,ETFA
2277,34,657347.0,LBSKQ
2278,6,657355.0,tRRACES
2279,14,657357.0,WINTERC-3D
2280,4,657359.0,PVFIFTY
2281,4,657361.0,REGUCB
2282,8,657366.0,SPECIFIC fMRI
2283,10,657424.0,QuantumLaP
2284,2,657425.0,TRANSFORMER
2285,2,657434.0,PhoLED
2286,6,657441.0,EcoDA
2287,34,657452.0,ACTIVE_MARS
2288,182,657466.0,INPATH-TES
2289,6,657473.0,BioFrost
2290,4,657482.0,WEY-CRISP
2291,8,657486.0,NANOCARB
2292,8,657492.0,SpliceosomeStructure
2293,6,657497.0,SuSiPOD
2294,10,657501.0,InVivo_DDR_ADPR
2295,8,657505.0,MTT
2296,12,657510.0,BHLOC
2297,2,657512.0,ECECWorkforce
2298,10,657514.0,DECOS
2299,6,657517.0,COLPHAM
2300,16,657522.0,NEW URBAN UNIVERSITY
2301,4,657533.0,EMoGrIS
2302,30,657539.0,STARMAS
2303,10,657544.0,ATTOCHEM
2304,2,657546.0,PneumoCompetence
2305,2,657566.0,CONFINES
2306,24,657569.0,TRAIT
2307,2,657592.0,SECOMAP
2308,4,657595.0,OPEDGP
2309,14,657596.0,NICOS
2310,14,657599.0,HOTSPOT
2311,6,657605.0,Intentions in Action
2312,4,657607.0,FOREST 3D - ECOCARB
2313,4,657621.0,EI-USAXS
2314,2,657633.0,DecipherBILU
2315,6,657639.0,WORMTUMORS
2316,2,657650.0,DLCHHB
2317,2,657652.0,Riblet4Wind
2318,14,657661.0,Space-Time from Info
2319,6,657672.0,NATCONSUMERS
2320,26,657679.0,ZERO-TRAIN-BCI
2321,4,657682.0,OPTIMAL NMR
2322,4,657685.0,CoordinGrowthDev
2323,30,657690.0,ORC-PLUS
2324,2,657701.0,LiVirIn
2325,2,657702.0,NEUROMITO
2326,2,657712.0,BETAPEV
2327,2,657725.0,APCINTERACTIONS
2328,2,657741.0,socialog
2329,6,657749.0,NeuroUTR
2330,4,657750.0,SWLCONNECTIVITY
2331,2,657751.0,NITEC
2332,2,657755.0,ArtOxiZymes
2333,4,657765.0,BAIPFeOTC
2334,2,657766.0,BURK-6
2335,12,657768.0,PEARS
2336,66,657769.0,PALEOSEISQUAKE
2337,2,657784.0,ACTUS
2338,8,657788.0,MEHYB
2339,6,657835.0,SugarOsmoSignalling
2340,4,657852.0,YAKUT
2341,6,657861.0,MIGWAR
2342,2,657865.0,MAXWELL
2343,8,657875.0,SCARtool
2344,2,657877.0,FACT
2345,4,657883.0,SUSAMIDE
2346,16,657898.0,CHLAMYS
2347,6,657904.0,PREF LEARNHEUR
2348,12,657918.0,CAPITULA
2349,8,657937.0,Hadza communication
2350,4,657949.0,LOBFRAM
2351,6,657951.0,RareFunctions
2352,18,657956.0,IASS
2353,64,657982.0,Cheap-GSHPs
2354,8,657990.0,EM-Pillars
2355,2,657995.0,embryonic rosettes
2356,8,657998.0,ENTRUST
2357,2,658005.0,HYPERLIGHT
2358,2,658025.0,CRISIS
2359,8,658031.0,GenSPI
2360,8,658034.0,AspSync
2361,2,658035.0,OceanLiNES
2362,4,658045.0,MED-FARWEST
2363,6,658047.0,Savage Warfare
2364,6,658056.0,OSCAR
2365,2,658057.0,HS-GLASSion
2366,4,658061.0,iRhom2 in AD
2367,10,658070.0,2DNano
2368,10,658072.0,FISHARC
2369,6,658073.0,seQureNet
2370,14,658079.0,EMMA
2371,2,658085.0,DAMAGE
2372,28,658088.0,NESSY
2373,6,658091.0,Nano Structured Emulsion Foods
2374,2,658110.0,NORNS
2375,2,658116.0,VesHemiSyn
2376,6,658120.0,SEADOG
2377,4,658126.0,MarkEfficiency
2378,12,658133.0,FUTURESYRIA
2379,2,658145.0,3D-ADAPT
2380,6,658155.0,CHLOROIRIDOIDS
2381,20,658162.0,HORIP
2382,2,658170.0,breast cancer dormancy
2383,6,658172.0,PTALLENEST
2384,2,658173.0,NAP-QDYS
2385,4,658180.0,LORENZLIDAR
2386,2,658183.0,TOTIPOTENCY2014
2387,2,658186.0,FRAMING_EFFECTS
2388,4,658190.0,ASSEMZYME
2389,6,658195.0,BBFGEN
2390,4,658217.0,low Pt loading FCCHP
2391,20,658244.0,PEMETH
2392,10,658248.0,SHDS
2393,2,658252.0,BIOCLIMA
2394,6,658253.0,QuantuM-nano
2395,6,658256.0,silvercatpharma
2396,6,658258.0,EPICA
2397,2,658265.0,CHRISLAS
2398,6,658270.0,WO for solar fuels
2399,18,658285.0,FOREMOTIONS
2400,2,658303.0,East-West
2401,4,658311.0,SIBG
2402,2,658327.0,2D Hetero-architecture
2403,14,658332.0,WFL
2404,4,658334.0,OsteoNano
2405,8,658341.0,NBSC
2406,6,658351.0,MHAtriCell
2407,8,658352.0,MitoTAGs
2408,10,658358.0,SIDEW
2409,10,658360.0,NANOSPHERE
2410,10,658363.0,ARENAVIRUS
2411,2,658366.0,AQUIRE
2412,6,658375.0,EFTA DEVELOPMENT
2413,2,658391.0,NeutronOPV
2414,2,658400.0,CHRYSOWEB
2415,2,658405.0,HYPOXFLU
2416,2,658418.0,PromoTeRapy
2417,6,658425.0,Social Jet Lag
2418,4,658467.0,THz Photochemistry
2419,6,658475.0,ClimatCon
2420,10,658479.0,SpikeControl
2421,10,658483.0,HARPOCRATES
2422,2,658490.0,CARiPSCTcells
2423,8,658494.0,ENEFOR
2424,2,658496.0,MemoMCI
2425,14,658499.0,PolAME
2426,4,658512.0,HumanitarianPassions
2427,2,658530.0,THERMOPLAST
2428,8,658536.0,VIVO_MECH_COLL_MIGRA
2429,2,658554.0,N-SHEAD
2430,4,658556.0,NanoBragg
2431,2,658560.0,DYS_FUNCTION
2432,6,658563.0,FlexCHIC
2433,12,658570.0,NextGen Airliners
2434,6,658573.0,THESUNKIN
2435,12,658574.0,FastTh
2436,8,658579.0,BIOCONTROL-A
2437,2,658581.0,CODIR
2438,8,658589.0,MWMI
2439,12,658591.0,CIAO
2440,2,658592.0,NANOTAM
2441,8,658596.0,Constructions
2442,10,658602.0,COCLIMAT
2443,4,658625.0,HAT-MOZ-sphere
2444,28,658645.0,S4ILS
2445,2,658651.0,GEODEM
2446,6,658665.0,HyGlio
2447,8,658694.0,EUMIGRE
2448,4,658701.0,ImmunoFarm
2449,4,658705.0,NEW4NEW
2450,12,658706.0,AfterTheIce
2451,8,658712.0,GLYCODIS3
2452,4,658718.0,MUCDIFF
2453,6,658742.0,CONTESTED URBANISM
2454,6,658760.0,ATCK-HER
2455,2,658761.0,Micropod
2456,6,658769.0,MYO-DESMOPLASIA
2457,2,658784.0,MARCS
2458,4,658785.0,DISC
2459,12,658789.0,BIDAMARK
2460,8,658793.0,CABBALA
2461,12,658795.0,DOGMITE
2462,2,658806.0,LUMIMAGNET-NANO
2463,6,658812.0,HAHPEC
2464,4,658813.0,Old and New
2465,2,658818.0,FLYghtCaRe
2466,2,658825.0,jamclay
2467,6,658833.0,ChemoBOOM
2468,6,658844.0,Eco-PhyloGeo
2469,4,658846.0,Rotary Wing CLFC
2470,4,658850.0,Als-on-a-chip
2471,12,658853.0,HiPerMeGaFlowS
2472,2,658863.0,SEDiLINK
2473,8,658868.0,MUSIC
2474,8,658870.0,MigrWorkers
2475,2,658875.0,GGG
2476,4,658882.0,MARIS
2477,30,658897.0,GLOID
2478,4,658900.0,EPIMAIZE
2479,4,658902.0,OSS
2480,8,658912.0,Cosmo Plasmas
2481,22,658914.0,MorpheuS
2482,4,658932.0,TWISTER
2483,8,658953.0,MIP4CELL
2484,8,658967.0,TIME
2485,16,658974.0,Helping in Cyanopica
2486,2,658980.0,ORGANO-GOLD CAT
2487,38,658982.0,CHAOS
2488,2,658986.0,HOARDEVOL
2489,6,658988.0,PS-IRAQ
2490,10,658989.0,LeGaNa
2491,6,658997.0,ExMeCy
2492,4,658999.0,Modeling ERPs
2493,2,659008.0,SocForVul
2494,30,659012.0,NANOLASER
2495,14,659025.0,BAP
2496,2,659030.0,HEALTHYSYNAPSES
2497,6,659046.0,MACROIMAGING
2498,2,659054.0,LHCbBaryonAmplitudes
2499,8,659065.0,INNOVCITIES
2500,34,659067.0,MAPS
2501,16,659070.0,Cyanolichens
2502,18,659082.0,AFIBROTIC
2503,24,659083.0,DICTAPLOMACY
2504,6,659092.0,WISDOM
2505,6,659102.0,GroupsComputability
2506,2,659104.0,LeSoDyMAS
2507,8,659106.0,GROUPIND
2508,8,659114.0,MULTISSOUND
2509,8,659121.0,AND
2510,2,659123.0,MOLMAG
2511,8,659128.0,NEXTGENPDF
2512,6,659135.0,HLQPT
2513,16,659147.0,PrecisionTools4LHC
2514,12,659148.0,Legal Culture
2515,6,659151.0,QEAH
2516,10,659152.0,GLDAFRICA
2517,4,659166.0,NeuroRhomboid
2518,2,659171.0,NovLeuReg
2519,6,659183.0,RECOLOR
2520,42,659191.0,PHLOEMAP
2521,4,659205.0,Pathologies
2522,6,659211.0,[e-POM-Bioanal]
2523,12,659213.0,LIVING LASERS
2524,2,659216.0,IntercommunalSpace
2525,12,659221.0,ReconsolidationDynamics
2526,8,659222.0,SPAFIL
2527,20,659225.0,Crystal Solar
2528,2,659226.0,GLASSIX
2529,20,659227.0,STOMMAC
2530,14,659232.0,MIM
2531,4,659233.0,Photovitamin Windows
2532,2,659237.0,PerovskiteHTM
2533,10,659239.0,NP4theLHC14
2534,4,659246.0,DPaTh-To-Adapt
2535,8,659251.0,SSPinROOTS
2536,4,659256.0,NEURINFDNA
2537,14,659265.0,LEACON
2538,2,659270.0,Micro-SOLUTION
2539,2,659279.0,STEM ZAP
2540,26,659288.0,TADFORCE
2541,6,659291.0,ShadOmIC
2542,14,659299.0,FREE_TEEN_DESIRE
2543,4,659301.0,SOUNDCONE
2544,8,659306.0,ORRmetIR
2545,4,659314.0,ROPHARE
2546,8,659315.0,OVOC
2547,26,659316.0,CYBERNETS
2548,14,659317.0,PALADIN
2549,8,659322.0,HEAVYDWF
2550,2,659325.0,FourFeFourS
2551,8,659328.0,STAR
2552,2,659337.0,NANOFI
2553,6,659359.0,EVOLMARIN
2554,2,659369.0,INTERMESTIC
2555,4,659376.0,ssmscaifa
2556,4,659378.0,SPIN2D
2557,6,659383.0,ABDES
2558,2,659391.0,SELECT-A-PROTEIN
2559,10,659398.0,ACE_GFAT
2560,2,659399.0,C-Xaq
2561,6,659422.0,CLEF
2562,8,659425.0,EMPIREHURIGHTS
2563,14,659434.0,MUSICAL-MOODS
2564,32,659437.0,HistoricEpi
2565,2,659442.0,URBANRAD
2566,4,659446.0,smSTRUCT
2567,2,659449.0,CuPESS
2568,6,659454.0,REAP
2569,2,659461.0,Adapting Dickens
2570,16,659468.0,Transnational Localism
2571,10,659478.0,BIMEDA
2572,10,659491.0,EpiAnodes
2573,8,659510.0,Experimental Microbiome
2574,16,659520.0,CONTESTEDWATERS
2575,6,659526.0,NGTMod
2576,4,659529.0,EastAsiaAerosol
2577,2,659541.0,Imperial Recipes
2578,6,659549.0,GLANCE
2579,10,659553.0,SCIL
2580,2,659575.0,MicroFrac
2581,4,659593.0,ProactionPerception
2582,14,659595.0,MCMQCT
2583,6,659614.0,SWITCHCATALYSIS
2584,2,659615.0,SVNanoVax
2585,2,659625.0,PATRIMONiT
2586,4,659633.0,CR-PHAGOCYTOSIS
2587,2,659643.0,URBANEPIGENETICS
2588,4,659644.0,SPERONI
2589,12,659653.0,MaNET
2590,8,659660.0,Transpacific
2591,2,659666.0,CICCI
2592,4,659667.0,LANDS
2593,2,659668.0,EVOLPREG
2594,8,659669.0,EPIRIN
2595,4,659671.0,ENGAGE
2596,4,659677.0,BactoDrug
2597,14,659684.0,FISHNAV
2598,12,659700.0,SCME
2599,6,659706.0,AdvancedStarForm
2600,8,659715.0,VascColl
2601,2,659719.0,AG-GF
2602,2,659744.0,ResClust
2603,28,659747.0,HCAPT
2604,2,659759.0,RoleOfNEinPerception
2605,12,659764.0,TRANSFORMERS
2606,2,659765.0,Consciousness online
2607,6,659774.0,Pro-Oxides
2608,4,659776.0,FiBRO
2609,4,659778.0,SEEING FROM CONTEXT
2610,10,659793.0,QuantPalm_immunity
2611,4,659801.0,GENOLACT
2612,28,659826.0,MEMBRANEPROT
2613,4,659838.0,AGRIDEASCOURSE.TRADE
2614,4,659847.0,IsoBar
2615,8,659860.0,MINDS
2616,2,659881.0,TRECKQUITY
2617,8,659901.0,CLIMAGNET
2618,8,659907.0,CSDP
2619,4,659910.0,PBIGP
2620,2,659912.0,IRC
2621,14,659920.0,ReACT
2622,2,659927.0,SorCSbalance
2623,10,659933.0,MARSS-5G
2624,4,659937.0,AGEISM
2625,34,659950.0,INVENTION
2626,2,659961.0,PIGRISK
2627,4,659963.0,2DSi
2628,10,659969.0,HESFIRE
2629,10,659985.0,STABLE_FABRY
2630,10,659994.0,MatrixMacrophages
2631,10,660003.0,FraxiFam
2632,4,660020.0,MF-RADAR
2633,6,660021.0,DEDMEE
2634,8,660028.0,ExTRyG
2635,4,660030.0,BARREL
2636,14,660031.0,MEMOTION
2637,10,660039.0,PHAGECOM
2638,18,660047.0,PAnaMoL
2639,12,660053.0,COSMOVOID
2640,4,660060.0,BRIDGES
2641,6,660061.0,NCDIFFGEO
2642,2,660064.0,GRAPHENERGY3
2643,16,660067.0,COLDmicroWAVE
2644,4,660083.0,MEMDYN
2645,4,660086.0,BayesianHumanCortex
2646,8,660089.0,COMOVE
2647,12,660113.0,SHOALS
2648,12,660122.0,CRYPTRANS
2649,4,660125.0,ORSETOSY
2650,2,660138.0,Light-Trap
2651,2,660147.0,PRe-FActo
2652,30,660150.0,MDR Tuberculosis
2653,4,660152.0,depreg
2654,2,660155.0,SchmaVirusVacDiag
2655,2,660156.0,FLUOROKEF
2656,22,660171.0,EWatLHC
2657,2,660172.0,FLEXGENOME
2658,6,660187.0,ReaDoubt
2659,12,660191.0,ACM
2660,2,660200.0,S-OS
2661,2,660211.0,InteractomeMalMot
2662,4,660220.0,EpiLIVER
2663,4,660228.0,HyHeat
2664,16,660230.0,EPICONNECT
2665,4,660231.0,SpinMan
2666,4,660245.0,GLONEXACO
2667,4,660255.0,AMIABLE
2668,6,660258.0,EGFR-Activ
2669,2,660259.0,OPTOFRAX
2670,8,660275.0,LoStPReCon
2671,4,660280.0,SymPathInfect
2672,2,660295.0,CACOHET
2673,16,660306.0,FreshwaterMPs
2674,10,660328.0,MultiNav
2675,2,660337.0,MAFRI
2676,8,660339.0,eADAM
2677,2,660341.0,MEDINI
2678,22,660343.0,SURFACE
2679,4,660351.0,Emu Cam
2680,2,660363.0,SynBiol-DynHet
2681,12,660375.0,PopMet
2682,8,660378.0,HOOKaWORM
2683,2,660388.0,CONTESSA
2684,18,660391.0,OPTWET
2685,8,660397.0,EmotionalActions
2686,14,660400.0,CovDecRND
2687,2,660401.0,MOLMIC
2688,2,660417.0,BRACE
2689,8,660432.0,Spiral DRAGNs
2690,12,660440.0,MIRAGE
2691,10,660448.0,KCs and Gut Antigens
2692,6,660449.0,Beta-splicenet
2693,4,660452.0,RyM
2694,2,660458.0,CP-RehOP
2695,8,660468.0,FORGE
2696,2,660477.0,FISHDOPA
2697,6,660480.0,POSEIDON
2698,4,660481.0,BIPHA
2699,8,660489.0,APTALAPS
2700,2,660495.0,NPA
2701,2,660508.0,MIRIPSHE
